name,description,injection,patient,effects,id,image,country,disease,price
Vắc xin Havax,"<p style=""text-align: justify;"">Vắc xin Havax được dùng để phòng ngừa bệnh viêm gan A cho mọi đối tượng người lớn và trẻ em từ 24 tháng tuổi trở lên, đặc biệt cho những người có nguy cơ phơi nhiễm với virus viêm gan A.</p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm bắp. Không được tiêm vào đường tĩnh mạch hoặc trong da.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Ở người lớn thì tiêm vắc-xin vào vùng cơ Delta song ở trẻ em nên tiêm vào vùng đùi ngoài thì tốt hơn vì cơ Delta còn nhỏ.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Havax được khuyến cáo chủng ngừa cho trẻ từ 24 tháng tuổi đến dưới 18 tuổi, sử dụng cho những người có nguy cơ phơi nhiễm với virus viêm gan A như:&nbsp;</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Những người chưa tiêm vắc xin Viêm gan A và có dự định đi du lịch đến những vùng dịch lưu hành (những vùng thường có virus viêm gan A).</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Các đối tượng vì nghề nghiệp có phơi nhiễm: hộ lý, y tá, cán bộ viên chức làm công tác chăm sóc phục vụ trẻ tàn tật, nhân viên xử lý nước, nước thải và thực phẩm công nghiệp.</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Những người đặc biệt có nguy cơ lây nhiễm (bệnh nhân ưa chảy máu, truyền dịch nhiều lần, tiêm tĩnh mạch,đồng tính).</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Havax không bảo vệ chống lại được các bệnh gan do các tác nhân gây bệnh và các virút viêm gan khác gây ra.</span></li>
</ul>
<p>Havax không bảo vệ chống lại được các bệnh viêm gan do các tác nhân gây bệnh là các virus viêm gan khác gây ra.</p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;"">Sau khi tiêm vắc xin phòng bệnh Viêm gan A, người tiêm có thể gặp phải những phản ứng nhẹ, không kéo dài và không cần điều trị đặc hiệu, cụ thể như sau:</p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Tại chỗ tiêm: có thể sưng quầng đỏ tại chỗ tiêm 1-2 ngày.<br>
Toàn thân: Sốt nhẹ, đau đầu, đau cơ, mệt mỏi,…</li>
</ul>
</div>",vac-xin-havax,https://vnvc.vn/wp-content/uploads/2021/02/vac-xin-havax.jpg,Vabiotech (Việt Nam),Viêm gan A,255000
Vắc xin Twinrix,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Twinrix được chỉ định để phòng 2 bệnh viêm gan A và viêm gan B ở trẻ em từ 1 tuổi và người lớn chưa có miễn dịch.</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm bắp.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin phòng bệnh Viêm gan A+B (Twinrix) được chỉ định tiêm cho trẻ từ 12 tháng tuổi trở lên và người lớn.&nbsp;</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh Viêm gan A+B, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể, cụ thể như sau:</span></p>
<ul>
<li>Tại chỗ tiêm: đau, sưng, đỏ</li>
<li>Toàn thân: đau đầu, khó chịu.</li>
</ul>
</div>",twinrix-vac-xin-phong-viem-gan-ab,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-twinrix.jpg,GSK (Bỉ),"Viêm gan A, viêm gan B",690000
Vắc xin Typhim VI,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Typhim VI phòng ngừa bệnh Thương hàn (bệnh về đường tiêu hóa) gây ra bởi vi khuẩn thương hàn (Salmonella typhi) cho trẻ từ trên 2 tuổi và người lớn.&nbsp;</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm bắp hoặc tiêm dưới da.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin thương hàn được chỉ định cho trẻ từ trên 2 tuổi (2 tuổi 1 ngày) trở lên và người lớn.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng Thương hàn, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể, cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Phản ứng tại chỗ: sưng, đau, có quầng đỏ tại vết tiêm.</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Phản ứng toàn thân: sốt, đau đầu, đau khớp</li>
</ul>
</div>",typhim-vi-vac-xin-phong-thuong-han,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-typhim-vi.jpg,Sanofi (Pháp),Thương hàn,390000
Vắc xin mOrcvax,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin mORCVAX phòng bệnh bệnh truyền nhiễm cấp tính do vi khuẩn tả Vibrio cholerae gây nên.</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Chỉ dùng đường uống. Liều dùng: 1,5ml/liều.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin tả mORCVAX được chỉ định cho trẻ từ 2 tuổi trở lên và người lớn.&nbsp;</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi uống có thể có cảm giác buồn nôn, nôn và các triệu chứng hiếm gặp: đau đầu, đau bụng, tiêu chảy, sốt… Các triệu chứng này tự khỏi mà không cần điều trị.</span></p>
</div>",morcvax-vac-xin-phong-benh-ta,https://vnvc.vn/wp-content/uploads/2019/06/vac-xin-mORCVAX.jpg,Vabiotech (Việt Nam),Tả,165000
Vắc xin Quimihib,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Quimihib phòng ngừa bệnh viêm phổi, viêm màng não mủ do tác nhân Haemophilus Influenzae type b gây ra ở trẻ nhỏ. </span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm bắp.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm vào vùng trước bên đùi của trẻ dưới 2 tuổi.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm vào vùng cơ delta đối với trẻ trên 2 tuổi.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin QuimiHib dành cho trẻ em từ 2 tháng tuổi đến 15 tuổi.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng các bệnh do Hib, trẻ hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể, cụ thể như sau:</span></p>
<ul>
<li>Tại chỗ tiêm: đỏ, sưng, đau và có thể ngứa tại vị trí tiêm</li>
<li>Toàn thân: Sốt nhẹ, quấy khóc, biếng ăn, buồn nôn, nôn , tiêu chảy</li>
</ul>
<p>Các triệu chứng nhẹ và tự khỏi trong 1-3 ngày</p>
</div>",vac-xin-quimi-hib,https://vnvc.vn/wp-content/uploads/2021/02/vac-xin-quimi-hib.jpg,C.I.G.B (Cu Ba),Các bệnh do HIB,385000
Huyết thanh uốn ván,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Huyết thanh uốn ván SAT được dùng để phòng ngừa uốn ván ở người vừa mới bị vết thương có thể nhiễm bào tử uốn ván, bao gồm những người không tiêm ngừa uốn ván trong 10 năm gần đây, hoặc không nhớ rõ lịch tiêm uốn ván.&nbsp;</span></p>","<p style=""text-align: justify;""><span style=""font-weight: 400;"">Huyết thanh uốn ván SAT được chỉ định tiêm bắp.</span></p>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">Huyết thanh Uốn ván SAT được dùng để dự phòng bệnh uốn ván trong trường hợp bị các vết thương, vết cắn súc vật. Điều trị bệnh nhân bị bệnh uốn ván (khi đã có triệu chứng bệnh).</span></p>
</div>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">Huyết thanh Uốn ván SAT có độ an toàn cao. Tuy nhiên, những người có cơ địa dị ứng, người dùng huyết thanh nhiều lần thường có nguy cơ phản ứng dị ứng với huyết thanh như nổi mề đay, ngứa phù, viêm thận, trường hợp nặng có thể bị choáng, sốc phản vệ.</span></p>
<p><span style=""font-weight: 400;"">Biểu hiện dị ứng có thể xảy ra ngay tức thời sau khi dùng huyết thanh, sau vài giờ hoặc 7 đến 10 ngày sau khi tiêm.</span></p>
</div>",huyet-thanh-uon-van-sat,https://vnvc.vn/wp-content/uploads/2021/02/huyet-thanh-uon-van-SAT.jpg,IVAC (Việt Nam),Uốn ván,245000
Vắc xin GCFLU Quadrivalent phòng Cúm mùa,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin GCFlu Quadrivalent được chỉ định để phòng ngừa bệnh cúm mùa do virus cúm thuộc 2 chủng cúm A (H1N1, H3N2) và 2 chủng cúm B (Victoria và Yamagata).</span></p>","<p style=""text-align: justify;""><span style=""font-weight: 400;"">Đường dùng: Tiêm bắp.</span></p>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">GC FLU Quadrivalent (Hàn Quốc) dành cho trẻ từ 6 tháng tuổi trở lên và người lớn.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin GCFlu Quadrivalent là vắc xin có độ an toàn cao. Tuy nhiên, sau khi tiêm vắc xin phòng bệnh cúm, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Tại chỗ tiêm: đau, đỏ, sưng</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Toàn thân: sốt,mệt mỏi, đau đầu</li>
</ul>
</div>",gcflu-quadrivalent,https://vnvc.vn/wp-content/uploads/2021/12/GCFlu-Quadrivalent.jpg,,,
Vắc xin Varivax,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Varivax tạo miễn dịch chủ động phòng bệnh Thủy đậu do virus Varicella Zoster gây ra.</span></p>","<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Varivax được chỉ định tiêm dưới da. Liều đơn 0.5ml</span></p>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Varivax là vắc xin dạng đông khô của virus thủy đậu (varicella) sống giảm độc lực, được chỉ định phòng thủy đậu cho các đối tượng từ 12 tháng tuổi trở lên.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><b><i>Sau khi tiêm vắc xin thủy đậu về thì bé có sốt không?</i></b></p>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh thủy đậu, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tại chỗ tiêm: phát ban dạng thủy đậu, đau, đỏ, sưng.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Toàn thân: sốt</span></li>
</ul>
<p style=""text-align: justify;""><b>Lưu ý:</b><span style=""font-weight: 400;""> Cần tránh dùng chế phẩm chứa Salicylate (Aspirin hoặc các chế phẩm bôi, dán giảm đau) trong ít nhất 6 tuần sau khi tiêm.</span></p>
</div>",varivax-vac-xin-phong-thuy-dau,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-varivax.jpg,MSD (Mỹ),Thủy đậu,1085000
Vắc xin Varicella,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Varicella tạo miễn dịch dịch chủ động phòng bệnh thủy đậu do virus Varicella Zoster gây ra.</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vắc xin phải được sử dụng ngay không quá 30 phút sau khi hoàn nguyên với nước hồi chỉnh cung cấp.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm dưới da. Liều đơn 0.5ml</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Varicella là vắc xin dạng đông khô của virus thủy đậu (varicella) sống giảm độc lực, được chỉ định phòng thủy đậu cho trẻ từ 12 tháng tuổi trở lên và người lớn.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><b>Sau khi tiêm vắc xin thủy đậu về thì bé có sốt không?</b></p>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh thủy đậu, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tại chỗ tiêm: phát ban dạng thủy đậu, đau, đỏ, sưng.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Toàn thân: sốt</span></li>
</ul>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Lưu ý: Cần tránh dùng chế phẩm chứa Salicylate (Aspirin hoặc các chế phẩm bôi, dán giảm đau) trong ít nhất 6 tuần sau khi tiêm.</span></p>
</div>",vac-xin-varicella,https://vnvc.vn/wp-content/uploads/2021/02/vac-xin-varicella-1.jpg,Green Cross (Hàn Quốc),Thủy đậu,700000
Vắc xin Measles – Mumps – Rubella,"<p style=""text-align: justify;"">Sởi là bệnh truyền nhiễm cấp tính do virus Paramyxoviridae gây ra, có thể gây viêm tai giữa , viêm thanh quản, viêm phế quản – phổi, viêm màng não,…</p>","<p style=""text-align: justify;"">Vắc xin được tiêm theo đường tiêm dưới da sâu ở vị trí mặt trước bên đùi đối với trẻ nhỏ và vị trí bắp tay đối với trẻ lớn hơn.</p>","<div class=""content_item_list""><p style=""text-align: justify;"">Tạo miễn dịch chủ động phòng bệnh sởi, quai bị và rubella ở trẻ em từ 12 tháng tuổi đến 10 tuổi.</p>
</div>",,vac-xin-mmr,https://vnvc.vn/wp-content/uploads/2022/06/MMR.jpg,,,
Vắc xin Infranrix IPV + Hib,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Infanrix IPV+Hib l</span><span style=""font-weight: 400;"">à vắc xin kết hợp phòng được 5 loại bệnh trong 1 mũi tiêm, bao gồm: Ho gà, bạch hầu, uốn ván, bại liệt và các bệnh viêm phổi, viêm màng não mủ do H. Influenzae týp B (Hib). Tích hợp trong một loại vắc xin, </span><span style=""font-weight: 400;"">Infanrix IPV+Hib </span><span style=""font-weight: 400;"">giúp giảm số mũi tiêm, đồng nghĩa với việc hạn chế đau đớn cho bé khi phải tiêm quá nhiều.&nbsp;</span></p>","<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Infanrix IPV+Hib được chỉ định tiêm bắp sâu (ở mặt trước-bên đùi).&nbsp;</span></p>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Infanrix IPV+Hib được chỉ định tiêm cho trẻ từ 2 tháng tuổi </span><span style=""font-weight: 400;"">đến trước sinh nhật 5 tuổi phòng 5 bệnh: bạch hầu, ho gà, uốn ván, bại liệt và các bệnh do Hib.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Không cần điều kiện đặc biệt nào trước tiêm vắc xin 5 trong 1 Infanrix IPV+Hib. Quý khách có thể sắp xếp đến <a href=""https://vnvc.vn/"" target=""_blank"" rel=""noopener"">Trung tâm VNVC</a> để bác sĩ thăm khám và chỉ định mũi tiêm phù hợp.</span></p>
</div>",vac-xin-5-trong-1-infanrix-ipv-hib,https://vnvc.vn/wp-content/uploads/2021/06/vac-xin-Infanrix-IPV-Hib.jpg,,,
Vắc xin Engerix B,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Engerix B phòng bệnh do virus viêm gan B – loại virus này có thể lây truyền qua đường máu, qua quan hệ tình dục và từ mẹ truyền sang con</span><b>.</b></p>","<p style=""text-align: justify;""><span style=""font-weight: 400;"">Engerix B được chỉ định tiêm bắp (vùng cơ delta). Ngoại lệ với những bệnh nhân bị rối loạn chảy máu hay giảm tiểu cầu có thể tiêm dưới da.</span></p>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Engerix B </span><b>10mcg/0.5ml</b><span style=""font-weight: 400;""> phòng ngừa viêm gan B được dùng để chủng ngừa cho trẻ sơ sinh đến dưới 20 tuổi.</span></p>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Engerix B </span><b>20mcg/1ml</b><span style=""font-weight: 400;""> phòng ngừa viêm gan B được dùng để chủng ngừa cho người từ 20 tuổi trở lên.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><b><i>Sau khi tiêm Viêm gan B thì người tiêm có sốt không?</i></b></p>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm viêm gan B, người tiêm có thể gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Tại chỗ tiêm: đau, sưng nhẹ.</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Toàn thân: sốt nhẹ, trẻ quấy khóc.</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Các triệu chứng thường hết sau vài giờ đến 1-2 ngày.</li>
</ul>
</div>",engerix-b-vac-xin-phong-viem-gan-b,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-engerix-b.jpg,,,
Vắc xin Euvax B,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Euvax B phòng bệnh do virus viêm gan B – loại virus này có thể lây truyền qua đường máu, qua quan hệ tình dục và từ mẹ truyền sang con</span><b>.</b></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Euvax B chỉ dùng đường tiêm bắp, không nên tiêm ở vùng mông, và không được tiêm tĩnh mạch.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Phải lắc kỹ trước khi dùng, bởi vì trong quá trình bảo quản vắc xin có thể trở thành dạng chất lắng trắng mịn với dịch nổi bên trên trong suốt không màu.</span></li>
</ul>","<div class=""content_item_list""><ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Vắc xin Euvax B 0.5ml phòng ngừa viêm gan B được dùng để chủng ngừa cho trẻ sơ sinh đến dưới 16 tuổi.</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Vắc xin Euvax B 1ml phòng ngừa viêm gan B được dùng để chủng ngừa cho người từ 16 tuổi trở lên.</span></li>
</ul>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><b><i>Sau khi tiêm Viêm gan B thì bé có sốt không?</i></b></p>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm Viêm gan B, người tiêm có thể gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Tại chỗ tiêm: đau, sưng nhẹ.</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Toàn thân: sốt nhẹ, trẻ quấy khóc.</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Các triệu chứng thường hết sau vài giờ đến 1-2 ngày.</li>
</ul>
</div>",vac-xin-euvax-b,https://vnvc.vn/wp-content/uploads/2021/02/EUVAX.jpg,,,
Vắc xin Jevax,"<p><span style=""font-weight: 400;"">Jevax là <a href=""https://vnvc.vn/vac-xin-viem-nao-nhat-ban/"" target=""_blank"" rel=""noopener"">vắc xin phòng viêm não Nhật Bản</a> được chỉ định cho trẻ em từ 12 tháng tuổi trở lên và người lớn.</span></p>","<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm dưới da.</span></li>
</ul>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">Jevax là vắc xin được chỉ định để phòng viêm não Nhật bản cho trẻ em từ 12 tháng tuổi trở lên và người lớn.</span></p>
</div>","<div class=""content_item_list""><p><strong><i>Sau khi tiêm vắc xin Jevax về thì có sốt không?</i></strong></p>
<p><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh Viêm não Nhật Bản B, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400;"" aria-level=""1"">Tại chỗ tiêm: đau, sưng, đỏ.</li>
<li style=""font-weight: 400;"" aria-level=""1"">Toàn thân: mệt mỏi, đau đầu, sốt</li>
</ul>
</div>",jevax-vac-xin-phong-viem-nao-nhat-ban-b,https://vnvc.vn/wp-content/uploads/2017/04/JEVAX.jpg,Vabiotech (Việt Nam),Viêm não Nhật Bản,198000
Vắc xin Typhoid VI,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Typhoid VI phòng ngừa bệnh Thương hàn (bệnh về đường tiêu hóa) gây ra bởi vi khuẩn thương hàn (Salmonella typhi) cho trẻ từ trên 2 tuổi và người lớn.&nbsp;</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vắc xin phòng bệnh thương hàn Typhoid Vi được chỉ định tiêm dưới da hoặc tiêm bắp với liều 0.5ml.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin thương hàn được chỉ định cho trẻ từ trên 2 tuổi (2 tuổi 1 ngày) trở lên và người lớn.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng vắc xin thương hàn, người tiêm thường gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Phản ứng tại chỗ: sưng, đau, có quầng đỏ tại vết tiêm.</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Phản ứng toàn thân: sốt, đau đầu, đau khớp</li>
</ul>
</div>",typhoid-vi-polysaccharide-vi-vac-xin-phong-benh-thuong-han,https://vnvc.vn/wp-content/uploads/2019/12/vac-xin-Typhoid-Vi.jpg,Pasteur Đà Lạt (Việt Nam),Thương hàn,265000
Vắc xin STAMARIL phòng bệnh sốt vàng,"<p><span style=""font-weight: 400;""><strong>Vắc xin Stamaril</strong> là vắc xin duy nhất cung cấp miễn dịch bảo vệ hiệu quả cao và tạo miễn dịch chủ động suốt đời khỏi virus thuộc họ Flaviviridae gây bệnh Sốt vàng nguy hiểm.&nbsp;</span></p>",,"<div class=""content_item_list""><p><span style=""font-weight: 400;"">Vắc xin Stamaril được chỉ định tiêm cho trẻ từ 9 tháng tuổi </span><span style=""font-weight: 400;"">đến người lớn 60 tuổi phòng bệnh sốt vàng.</span></p>
</div>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">Vắc xin Stamaril có độ an toàn cao. Tuy nhiên, sau khi tiêm vắc xin, người tiêm có thể có cảm giác buồn nôn, nôn và các triệu chứng hiếm gặp: đau đầu, đau bụng, tiêu chảy, sốt… Các triệu chứng này tự khỏi mà không cần điều trị.</span></p>
</div>",stamaril-vac-xin-phong-benh-sot-vang,https://vnvc.vn/wp-content/uploads/2019/07/STAMARIL-vacxin-phong-benh-sot-vang.jpg,Sanofi (Pháp),Sốt vàng,650000
